,name,author,narrator,release_date,language,stars,price,duration_sec,raters
7095,Teaming with Nutrients,Jeff Lowenfels Wayne Lewis,Chris Lutkin,2020-06-16,English,4.5,1172.0,31320,2
7096,Restoration Agriculture,Mark Shepard,Jonathan Todd Ross,2019-11-29,English,4.0,703.0,47040,1
7097,How to Make a Plant Love You,Summer Rayne Oakes,Summer Rayne Oakes Simon Sinek Kaleo Griffith,2019-07-09,English,4.5,754.0,18060,3
7098,The Nature of Plants,Craig N Huegel,Tom Parks,2020-07-28,English,3.0,586.0,31560,1
7099,"Bringing Nature Home, Updated and Expanded",Douglas W Tallamy Rick Darke,Jonathan Todd Ross,2019-01-22,English,5.0,586.0,24000,2
7100,Down to Earth,Monty Don,Monty Don,2019-03-07,English,5.0,888.0,27480,1
7101,The Garden Jungle,Dave Goulson,Dave Goulson,2019-11-21,English,5.0,888.0,27240,1
7102,Rootbound,Alice Vincent,Fiona Hampton,2020-01-30,English,4.0,683.0,39180,1
7103,The Life-Changing Magic of Tidying,Marie Kondo,Lucy Scott,2016-09-22,English,4.5,615.0,16740,170
7104,Real Life Organizing,Cassandra Aarssen Peter Walsh,Ann Richardson,2018-08-28,English,4.0,585.0,14820,14
7105,Spark Joy,Marie Kondo,Ms Sumalee Montano,2017-06-15,English,5.0,615.0,19860,16
7106,The Minimalist Home,Joshua Becker,Joshua Becker,2018-12-18,English,4.5,1005.0,29100,10
7107,The Abundance of Less,Andy Couturier,Adam Riley,2018-02-27,English,5.0,1254.0,51180,2
7108,Sink Reflections,Marla Cilley,Nan Mc Namara,2021-02-02,English,5.0,586.0,21780,1
7109,Project 333,Courtney Carver,Courtney Carver,2020-03-03,English,4.5,754.0,17400,2
7110,Sacred Space,Denise Linn,Laural Merlington,2018-05-31,English,5.0,703.0,45240,1
7111,Tidy the F--k Up,Messie Condo,Natalie Naudus,2020-06-02,English,4.0,1172.0,11580,4
7112,Less Stuff,Lindsay Miles,Rachael Tidd,2019-10-01,English,4.0,645.0,16200,1
7113,Simply Sustainable,Lily Cameron,Gabra Zackman,2021-03-30,English,5.0,754.0,14820,1
7114,"Live Lagom: Balanced Living, the Swedish Way",Anna Brones,Becky Moult,2017-07-27,English,4.0,615.0,8580,4
7115,Living with a Green Heart,Gay Browne,Nan Mc Namara,2019-03-26,English,5.0,703.0,24540,2
7116,A Zero Waste Life,Anita Vandyke,Anita Vandyke,2019-02-01,English,5.0,797.0,8520,5
7117,Minimal,Madeleine Olivia,Madeleine Olivia,2020-01-09,English,4.0,888.0,18900,2
7118,M.O.M. Master Organizer of Mayhem,Kristi Clover,Sarah Zimmerman,2019-09-03,English,3.0,586.0,20100,1
7119,The Clutter Connection,Cassandra Aarssen,Ann Richardson,2019-01-15,English,5.0,702.0,20280,3
7120,Unstuff Your Life,Andrew J Mellen,Andrew J Mellen,2012-02-14,English,5.0,836.0,37260,1
7121,101 Ways to Go Zero Waste,Kathryn Kellogg,Chloe Cannon,2019-05-21,English,5.0,469.0,16680,1
7122,How to Give Up Plastic,Will Mc Callum,Joe Sutherland,2018-05-24,English,4.5,615.0,14160,3
7123,Let It Go,Peter Walsh,Gary Furlong,2017-02-14,English,5.0,820.0,20880,1
7124,Humanizing the Economy,John Restakis,David M Adams,2012-08-08,English,5.0,694.0,46320,2
7125,House Lessons,Erica Bauermeister,Tavia Gilbert,2020-03-24,English,3.0,586.0,23280,1
7126,5 Days to a Clutter-Free House,Sandra Felton Marsha Sims,Laurel Lefkow,2017-12-19,English,5.0,1172.0,17220,1
7127,Create Space,Dilly Carter,Dilly Carter,2021-01-14,English,3.0,615.0,15540,1
7128,Zak George’s Dog Training Revolution,Zak George,Zak George,2016-11-22,English,5.0,820.0,24240,17
7129,How Dogs Think,Stanley Coren Ph D,Bob Dio,2017-04-30,English,5.0,1008.0,47040,1
7130,Cesar Millan's Short Guide to a Happy Dog,Cesar Millan,Armando Dur,2013-01-01,English,4.0,585.0,19680,3
7131,"Chicken Soup for the Dog Lover's Soul: Stories of Canine Companionship, Comedy and Courage",Jack Canfield Mark Victor Hansen,Megan Hayes,2013-05-28,English,5.0,668.0,34740,1
7132,Tiny but Mighty,Hannah Shaw,Hannah Shaw,2019-08-06,English,5.0,1005.0,35220,4
7133,Zak George's Guide to a Well-Behaved Dog,Zak George Dina Roth Port,Zak George,2019-07-09,English,5.0,879.0,24360,2
7134,The Power of Positive Dog Training,Pat Miller,Susan Boyce,2015-11-17,English,3.0,891.0,31500,1
7135,The Other End of the Leash,Patricia Mc Connell Ph D,Ellen Archer,2016-06-01,English,5.0,668.0,35520,4
7136,Chicken Soup for the Soul: What I Learned from the Cat,Jack Canfield Mark Victor Hansen Amy Newmark,Teri Clark Linden Fred Stella,2010-12-06,English,5.0,352.0,7080,1
7137,"Chicken Soup for the Cat Lover's Soul: Stories of Feline Affection, Mystery and Charm",Jack Canfield Mark Victor Hansen,Marcie Millard,2013-05-28,English,5.0,836.0,39180,1
7138,Canine Confidential,Marc Bekoff,Kirby Heyborne,2018-05-08,English,5.0,586.0,28440,1
7139,"Chicken Soup for the Soul: What I Learned from the Dog - 36 Stories about Perspective, Kindness, and Unconditional Love",Jack Canfield Mark Victor Hansen Amy Newmark,Joyce Bean Phil Gigante,2010-12-06,English,4.0,234.0,11460,1
7140,Puppy Training in 7 Easy Steps,Mark Van Wye Zoom Room Dog Training,Mark Van Wye,2019-09-24,English,4.0,501.0,13980,2
7141,The Art of Raising a Puppy,The Monksof New Skete,Michael Wager,2001-05-08,English,4.0,568.0,15060,4
7142,How Dogs Love Us,Gregory Berns,L J Ganser,2013-10-22,English,4.0,601.0,27660,2
7143,The Culture Clash,Jean Donaldson,Vanessa Daniels,2017-05-30,English,5.0,891.0,33660,1
7144,The Dragon Behind the Glass,Emily Voigt,Xe Sands,2016-05-24,English,5.0,938.0,28680,3
7145,Feline Philosophy,John Gray,Neil Gardner,2020-10-29,English,4.0,615.0,13080,1
7146,The Lord God Made Them All,James Herriot,Christopher Timothy,2016-06-02,English,5.0,323.0,41400,4
7147,Bones Would Rain from the Sky,Suzanne Clothier,Pam Ward,2017-02-21,English,5.0,1055.0,49560,1
7148,Easy Peasy Puppy Squeezy,Steve Mann,Steve Mann,2019-08-22,English,5.0,569.0,17400,1
7149,Chicken Soup for the Pet Lover's Soul,Carol Kline Jack Canfield Mark Victor Hansen,Jack Canfield Mark Victor Hansen,2005-08-23,English,5.0,280.0,4440,2
7150,A Kestrel for a Knave,Barry Hines,Gareth Bennett Ryan,2016-10-19,English,5.0,706.0,23040,1
7151,Let Dogs Be Dogs,The Monksof New Skete,Dan Woren,2017-09-13,English,4.0,500.0,34980,1
7152,The Dog Whisperer,Paul Owens Norma Eckroate,Peter Jacobs,2008-09-25,English,3.0,561.0,17160,1
7153,Rescue Dogs,Gene Stone Pete Paxton,Stephen Graybill,2019-10-01,English,5.0,879.0,26340,1
7154,The Accidental Veterinarian,Philipp Schott,Tom Perkins,2019-04-23,English,5.0,586.0,20460,1
7155,How to Own a Human,Rudyard Kipling Lytton Strachey Edward Lear,Ellen Dryden Brian Hewlett,2011-06-21,English,5.0,455.0,4740,1
7156,Chicken Soup for the Soul: What I Learned from the Cat,Jack Canfield Mark Victor Hansen Amy Newmark,Fred Stella Teri Clark Linden,2011-09-01,English,5.0,352.0,38700,1
7157,Chicken Soup for the Cat & Dog Lover's Soul,Jack Canfield Mark Victor Hansen Marty Becker,Jack Canfield Mark Victor Hansen,2005-09-02,English,5.0,280.0,4260,1
7158,"Goodbye, Friend",Gary Kowalski,Barry Abrams,2017-10-03,English,5.0,586.0,11880,1
7159,Prosper!,Chris Martenson Adam Taggart Robert T Kiyosaki,Chris Martenson,2015-12-02,English,3.5,500.0,27540,2
7160,A Dutiful Boy,Mohsin Zaidi,Mohsin Zaidi,2020-08-20,English,5.0,888.0,29520,8
7161,I'm Afraid of Men,Vivek Shraya,Vivek Shraya,2018-08-28,English,4.5,804.0,5160,3
7162,So Now You Know,Vivek Tejuja,Vivek Madan,2020-08-23,English,4.5,501.0,11940,3
7163,M to (WT)F,Samantha Allen,Samantha Allen,2020-10-08,English,3.0,266.0,11880,1
7164,This Wound Is a World,Billy Ray Belcourt,Billy Ray Belcourt,2020-01-14,English,5.0,468.0,3960,1
7165,Love & Estrogen,Samantha Allen,Samantha Allen,2018-05-28,English,4.0,67.0,4680,1
7166,Close to the Knives,David Wojnarowicz,Jay Aaseng,2014-08-20,English,4.0,668.0,27540,1
7167,Out of a Far Country,Christopher Yuan,Christopher Yuan Nancy Wu,2015-12-24,English,5.0,1172.0,26880,1
7168,Abandon Me,Melissa Febos,Melissa Febos,2017-04-18,English,4.5,569.0,26880,2
7169,The Stonewall Reader,New York Public Library Edmund White,,2019-04-30,English,4.0,1005.0,38700,1
7170,In the Dream House,Carmen Maria Machado,Carmen Maria Machado,2020-07-27,English,4.5,569.0,19740,12
7171,Us,Sarina Bowen Elle Kennedy,Teddy Hamilton Jacob Morgan,2017-01-20,English,5.0,668.0,27900,7
7172,Why We March,The Audible Editors,Vikas Adam,2020-06-28,English,4.0,0.0,1680,11
7173,The Magpie Lord,K J Charles,Cornell Collins,2018-01-26,English,5.0,668.0,23100,2
7174,More Happy Than Not,Adam Silvera,Ramonde Ocampo,2015-06-02,English,4.5,820.0,30000,3
7175,In Their Shoes,Jamie Windust,Jamie Windust,2020-10-21,English,4.0,417.0,17640,1
7176,Gay Bar,Jeremy Atherton Lin,Jeremy Atherton Lin,2021-03-04,English,4.0,930.0,28260,1
7177,Stonewall,Martin Duberman,Vikas Adam,2020-11-04,English,5.0,836.0,47460,1
7178,Queering the Tarot,Cassandra Snow Beth Maiden Forewordby,Leslie Howard,2019-10-08,English,5.0,586.0,28920,1
7179,Ties That Bind,Sarah Schulman,Sarah Schulman,2014-06-23,English,4.5,501.0,15120,2
7180,Space Between,Nico Tortorella,Nico Tortorella,2019-09-17,English,5.0,879.0,29700,1
7181,5 Red-Hot Sex Tips from Real Women,John Fletcher,John Fletcher,2020-04-15,English,5.0,65.0,780,1
7182,To Paradise,Hanya Yanagihara,B D Wong Catherine Ho Edoardo Ballerini,2022-01-11,English,1.0,323.0,103560,1
7183,Call Me by Your Name,Andr Aciman,Armie Hammer,2017-10-03,English,4.5,134.0,28080,44
7184,Boyfriend Material,Alexis Hall,Joe Jameson,2020-07-07,English,4.5,1172.0,47460,24
7185,The Carpet Weaver,Nemat Sadat,Abhishek Ajay Sharma,2020-03-26,English,4.5,879.0,36660,53
7186,A Fashionable Indulgence,K J Charles,Matthew Lloyd Davies,2015-08-11,English,3.5,668.0,31620,3
7187,Things Have Gotten Worse Since We Last Spoke,Eric La Rocca,Laurie Catherine Winkel,2021-07-08,English,3.0,233.0,8040,3
7188,Oranges Are Not the Only Fruit,Jeanette Winterson,Jeanette Winterson,2015-09-17,English,4.0,569.0,21720,6
7189,Scrap Metal,Harper Fox,Sean Gormley,2015-01-29,English,4.5,836.0,44580,2
7190,A Seditious Affair,K J Charles,Matthew Lloyd Davies,2015-12-15,English,5.0,668.0,26520,1
7191,The Picture of Dorian Gray,Oscar Wilde,Edward Petherbridge,2007-08-21,English,5.0,653.0,29100,2
7192,Summer Sons,Lee Mandelo,Will Damron,2021-09-28,English,4.0,181.0,45480,2
7193,The Power of the Dog,Thomas Savage Annie Proulx,Chad Michael Collins Annie Proulx,2021-01-19,English,4.5,500.0,30060,3
7194,Townie,Neel Patel,Alexandra Grey,2021-05-27,English,4.0,233.0,2280,1
7195,The Buddha of Suburbia,Hanif Kureishi,Christopher Simpson,2005-07-08,English,4.0,721.0,39480,2
7196,Choke,Chuck Palahniuk,Chuck Palahniuk,2002-12-20,English,4.0,752.0,25800,3
7197,Crossroads,Riley Hart,Sean Crisden,2015-11-17,English,5.0,938.0,26580,4
7198,The Eternal Game,Alex Gilbert,Hollie Jackson,2021-12-21,English,5.0,1172.0,42480,1
7199,Ghost of Lies,Alice Winters,Greg Boudreaux,2021-12-06,English,5.0,836.0,40920,1
7200,Marriage of a Thousand Lies,S J Sindu,Emily Woo Zeller,2017-06-13,English,3.5,820.0,27900,3
7201,Seasons of Love,Harper Bliss,Carmen Rose,2016-04-30,English,4.5,820.0,24240,7
7202,A Little Bit of Spice,Georgia Beers,Abby Craden,2015-12-15,English,4.5,668.0,29160,2
7203,Blue-Skinned Gods,S J Sindu,Varun Sathi,2021-11-02,English,5.0,938.0,40380,1
7204,Just Three Words,Melissa Brayden,Felicity Munroe,2015-10-30,English,5.0,836.0,42780,6
7205,The City and the Pillar,Gore Vidal,Will Damron,2019-10-15,English,4.0,837.0,23040,1
7206,Lie with Me,Philippe Besson Molly Ringwald,Jacques Roy,2019-09-05,English,4.5,615.0,12900,10
7207,Wild,Meghan O Brien,Alexandria Wilde,2014-09-10,English,5.0,836.0,37860,1
7208,Conflict of Interest,Jae,Abby Craden,2019-04-16,English,5.0,703.0,50400,2
7209,Selection Day,Aravind Adiga,Sartaj Garewal,2016-09-21,English,3.5,1328.0,31980,21
7210,The Hitman's Guide to Making Friends and Finding Love,Alice Winters,Michael Ferraiuolo,2019-11-16,English,5.0,836.0,38580,2
7211,Death in Venice,Thomas Mann,Peter Batchelor,2011-12-26,English,4.0,93.0,11160,2
7212,Familiar Beginnings,Alice Winters,Greg Boudreaux,2021-05-18,English,5.0,668.0,23160,1
7213,Contract for Love,Alison Grey,Emily Beresford,2019-03-12,English,5.0,703.0,34980,2
7214,Wolfsong,T J Klune,Kirt Graves,2016-10-05,English,5.0,836.0,67200,2
7215,The Charioteer,Mary Renault,Joe Jameson,2014-12-01,English,4.0,721.0,52920,1
7216,Carmilla: A Vampyre Tale,J Sheridan Le Fanu,Megan Follows,2010-04-27,English,4.5,501.0,10800,3
7217,Jericho,Ann Mc Man,Christine Williams,2015-02-03,English,5.0,1170.0,75900,1
7218,The Roommate Arrangement,Jae,Lori Prince,2020-03-31,English,5.0,703.0,46140,1
7219,Hot Head,Damon Suede,Charlie David,2012-10-12,English,5.0,469.0,38040,1
7220,The Wife in the Attic,Rose Lerner,Elsa Lepecki Bean,2021-02-09,English,3.5,1338.0,58680,2
7221,The Lightning-Struck Heart,T J Klune,Michael Lesley,2015-12-10,English,5.0,836.0,71340,4
7222,Just for Show,Jae,Angela Dawe,2018-10-09,English,4.5,703.0,37620,7
7223,The World Unseen,Shamim Sarif,Lisa Ray,2016-05-23,English,4.5,816.0,30300,4
7224,Irregular Heartbeat,Chris Zett,Abby Craden,2019-01-29,English,4.5,586.0,36360,2
7225,The Hitman's Guide to Staying Alive Despite Past Mistakes,Alice Winters,Michael Ferraiuolo,2020-04-20,English,5.0,836.0,37680,1
7226,Matter of Time: Vol. 1,Mary Calmes,Paul Morey,2013-01-11,English,5.0,469.0,43980,1
7227,Once Upon a Haunted Moor,Harper Fox,Tim Gilbert,2017-12-04,English,3.5,233.0,10620,2
7228,A People's History of Heaven,Mathangi Subramanian,Pallavi Bharati,2020-06-29,English,5.0,879.0,34740,1
7229,The Raven King,Nora Sakavic,Alexander Cendese,2018-10-30,English,4.5,703.0,34500,3
7230,Under the Udala Trees,Chinelo Okparanta,Robin Miles,2015-09-22,English,5.0,820.0,40740,1
7231,Silver & Black,Tyler May,Guy Locke,2015-11-24,English,5.0,891.0,43320,2
7232,Bitter Legacy,Dal Mac Lean,Gary Furlong,2019-11-12,English,5.0,703.0,51060,1
7233,Hotel Queens,Lee Winter,Angela Dawe,2021-02-17,English,5.0,836.0,42060,1
7234,How to Lure a Hunter,Alice Winters,Michael Ferraiuolo,2021-03-10,English,5.0,836.0,38160,1
7235,"The Tricky Series, Books 1 & 2",Camryn Eyde,Nikki Jacobs,2019-09-24,English,4.5,1003.0,65460,2
7236,Bulletproof,Mary Calmes,Jeff Gelder,2013-02-01,English,5.0,469.0,25500,1
7237,Space Struck,Paige Lewis,Xe Sands,2020-03-03,English,5.0,586.0,3000,4
7238,The Devoted Friend,Oscar Wilde,David Ian Davies,2000-05-25,English,4.5,65.0,1440,2
7239,Eddie: Grime Doesn't Pay,Z A Maxfield,Joe Arden,2015-08-21,English,3.0,668.0,30720,1
7240,Gold,E J Noyes,Abby Craden,2019-12-31,English,5.0,703.0,33060,1
7241,An Unseen Attraction,K J Charles,Matthew Lloyd Davies,2017-02-21,English,4.0,668.0,27480,2
7242,Swimming in the Dark,Tomasz Jedrowski,Robert Nairne,2020-02-06,English,5.0,569.0,24300,4
7243,The Summer of Jordi Perez (and the Best Burger in Los Angeles),Amy Spalding,Cassandra Morris,2018-04-17,English,4.5,820.0,23400,2
7244,A Gentleman's Position,K J Charles,Matthew Lloyd Davies,2016-04-28,English,5.0,668.0,28860,1
7245,Stirring Up Trouble,Z A Maxfield,Biff Summers,2016-11-02,English,3.0,501.0,15960,1
7246,All Stirred Up,Z A Maxfield,Biff Summers,2016-11-02,English,4.0,501.0,17880,1
7247,Driftwood,Harper Fox,Chris Clog,2017-12-13,English,4.0,668.0,25080,1
7248,Kestrel's Chance,Harper Fox,Joe Arden,2017-01-06,English,5.0,501.0,12240,1
7249,The Prettiest Star,Carter Sickels,Tiffany Morgan Charlie Thurston,2020-05-19,English,5.0,703.0,37260,1
7250,Drawn Together,Z A Maxfield,Greg Boudreaux,2016-11-15,English,4.0,668.0,30900,1
7251,The Last Sun,K D Edwards,Josh Hurley,2018-06-12,English,5.0,836.0,47880,1
7252,History Is All You Left Me,Adam Silvera,Tom Picasso,2017-01-17,English,4.0,820.0,34500,5
7253,The Hitman's Guide to Tying the Knot Without Getting Shot,Alice Winters,Michael Ferraiuolo,2021-01-29,English,5.0,668.0,34620,2
7254,His Cocky Valet,Cole Mc Cade,Joel Leslie,2018-12-04,English,4.0,586.0,31260,2
7255,The Wolf at the Door,Charlie Adhara,Erik Bloomquist,2019-07-16,English,5.0,703.0,29820,3
7256,The Empress of Salt and Fortune,Nghi Vo,Cindy Kay,2020-07-31,English,4.5,351.0,8700,2
7257,Paper Love,Jae,Abby Craden,2018-11-06,English,5.0,586.0,32820,7
7258,Memorial,Bryan Washington,Bryan Washington Kotabe Akie,2021-01-07,English,3.0,569.0,30000,2
7259,Brothers of the Wild North Sea,Harper Fox,Hamish Long,2017-11-30,English,5.0,836.0,47040,1
7260,Love and Murder on Quarantine Island,Michael Thomas Ford,Vikas Adam,2021-03-09,English,4.0,668.0,26760,1
7261,Finders Keepers,N R Walker,Joel Leslie,2019-07-30,English,5.0,586.0,23400,1
7262,Once Upon a Princess,Clare Lydon Harper Bliss,Fleur Strange,2018-10-02,English,2.5,586.0,27300,2
7263,Alphas Like Us,Krista Ritchie Becca Ritchie,Alexander Cendese J F Harding,2018-05-15,English,5.0,836.0,48180,1
7264,Where You Are,J H Trumble,Brad King Noah Michael Levine,2019-10-22,English,5.0,703.0,35400,1
7265,Fierce Femmes and Notorious Liars,Kai Cheng Thom,Adri Almeida,2019-08-22,English,5.0,516.0,15180,1
7266,Hidden in Darkness,Alice Winters,Joel Leslie,2018-10-09,English,5.0,586.0,34920,1
7267,Fair Game,Josh Lanyon,Sawyer Allerde,2010-11-10,English,4.5,601.0,24300,2
7268,Broken Pieces,Riley Hart,Jack Du Pont,2016-09-20,English,5.0,836.0,39840,1
7269,"A Matter of Time, Volume 2",Mary Calmes,Paul Morey,2013-02-01,English,5.0,469.0,49740,1
7270,"Bear, Otter, and the Kid",T J Klune,Sean Crisden,2012-06-01,English,3.5,469.0,44340,2
7271,Her Name in the Sky,Kelly Quindlen,Piper Goodeve,2017-04-11,English,5.0,938.0,40440,1
7272,What Belongs to You,Garth Greenwell,Garth Greenwell,2017-04-20,English,5.0,323.0,22200,3
7273,Graceful Burdens,Roxane Gay,Samira Wiley,2020-09-01,English,5.0,67.0,2700,1
7274,The Hanged Man,K D Edwards,Josh Hurley,2019-12-19,English,5.0,836.0,54720,1
7275,Snow Storm,Davidson King,Philip Alces Joel Leslie,2019-10-22,English,5.0,586.0,20700,1
7276,Band Sinister,K J Charles,Cornell Collins,2019-03-19,English,5.0,586.0,28740,1
7277,Snow Falling,Davidson King,Philip Alces Joel Leslie,2018-07-31,English,5.0,586.0,22860,1
7278,Passion’s Bright Fury,Radclyffe,Coleen Marlo,2014-04-15,English,4.0,668.0,28740,1
7279,Hunter’s Way,Gerri Hill,Abby Craden,2015-10-06,English,5.0,836.0,37680,1
7280,Fair Play,Josh Lanyon,J F Harding,2015-09-08,English,5.0,668.0,26400,2
7281,Stranger on the Shore,Josh Lanyon,Jeremy York,2015-09-08,English,4.5,668.0,33420,3
7282,Against Doctor’s Orders,Radclyffe,Eva Kaminsky,2014-12-23,English,5.0,668.0,32880,1
7283,Sacred Country,Rose Tremain,Harrison Knights,2017-12-14,English,4.0,721.0,47040,1
7284,Hard to Hold,Jaclyn Quinn,Sean Crisden,2019-11-19,English,4.5,586.0,25500,2
7285,Hard to Get,Jaclyn Quinn,Sean Crisden,2019-10-29,English,4.5,586.0,24000,2
7286,A Dangerous Dance,Davidson King,Philip Alces Joel Leslie,2019-04-16,English,5.0,586.0,21480,1
7287,Badlands,Morgan Brice,Kale Williams,2019-03-12,English,4.5,586.0,30000,2
7288,The Black Tides of Heaven,Neon Yang,Nancy Wu,2019-06-25,English,2.0,469.0,19260,1
7289,Triple Threat,Davidson King,Philip Alces Joel Leslie,2019-11-19,English,5.0,586.0,22080,1
7290,A Light in the Darkness,Alice Winters,Joel Leslie,2018-11-13,English,5.0,586.0,32820,1
7291,Deception in Darkness,Alice Winters,Joel Leslie,2020-01-14,English,5.0,703.0,38100,1
7292,An Unnatural Vice,K J Charles,Matthew Lloyd Davies,2017-06-06,English,5.0,668.0,28440,2
7293,Honestly Ben,Bill Konigsberg,Dan Bittner,2017-04-01,English,5.0,656.0,33360,2
7294,Herland,Charlotte Perkins Gilman,William Dufris,2011-03-30,English,5.0,586.0,25260,1
7295,Filthy Erotic Sex Stories,Lucy James,Sally Beth,2021-01-07,English,3.0,668.0,18000,5
7296,Silver in the Wood & Drowned Country,Emily Tesh,Matthew Lloyd Davies,2020-08-18,English,4.0,586.0,21060,1
7297,The Seep,Chana Porter,Shakina Nayfack,2020-01-21,English,4.0,680.0,11040,1
7298,Out of the Blue,Lila Rose,Antony Ferguson Joel Leslie,2019-07-02,English,4.5,703.0,39540,3
7299,Year of the Monsoon,Caren J Werlinger,Lisa Larsen,2019-06-04,English,4.0,668.0,31680,1
7300,Courting Mr. Lincoln,Louis Bayard,Robert Fass Tavia Gilbert,2019-04-23,English,4.0,703.0,48480,1
7301,Lucky Town,Morgan Brice,Kale Williams,2019-03-29,English,4.0,469.0,11340,1
7302,Santori,Maris Black,J F Harding,2019-02-12,English,5.0,668.0,26940,1
7303,The Lion Tamer Who Lost,Louise Beech,Jordan Metcalfe,2019-01-22,English,4.0,721.0,40080,1
7304,A Love Story for Bewildered Girls,Emma Morgan,Lucy Dixon Christine Hewitt Annabel Scholey,2019-02-07,English,3.0,683.0,31800,1
